cluster,x,y,theta_1,theta_2,ra_deg,dec_deg,dist_center_radians,amp_fit,x_center_fit,y_center_fit,sigma_x_fit,sigma_y_fit,theta,offset,amp_snr,x_snr,y_snr,sigma_x_snr,sigma_y_snr,theta_snr,offset_snr,snr,masked,noise_ps,hits_ps,Unnamed: 0,Source,rms_map,rms_snr,avg_snr,ntail,amp_fit_snr,mean_fit_snr,std_fit_snr,red_type,Component_name,Component_id,Isl_id,RA,DEC,E_RA,E_DEC,Total_flux,E_Total_flux,Peak_flux,E_Peak_flux,Maj,E_Maj,Min,E_Min,PA,E_PA,Isl_Total_flux,E_Isl_Total_flux,Isl_rms,Isl_mean,Resid_Isl_rms,Resid_Isl_mean,RA_max,DEC_max,E_RA_max,E_DEC_max,S_Code,Xposn,E_Xposn,Yposn,E_Yposn,Xposn_max,E_Xposn_max,Yposn_max,E_Yposn_max,Maj_img_plane,E_Maj_img_plane,Min_img_plane,E_Min_img_plane,PA_img_plane,E_PA_img_plane,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,DC_PA,E_DC_PA,DC_Maj_img_plane,E_DC_Maj_img_plane,DC_Min_img_plane,E_DC_Min_img_plane,DC_PA_img_plane,E_DC_PA_img_plane,Tile,Subtile,QL_image_RA,QL_image_DEC,NVSS_distance,FIRST_distance,Peak_to_ring,Duplicate_flag,Quality_flag,Source_name,Source_type,QL_cutout,NN_dist,BMAJ,BMIN,BPA,GroupID,GroupSize,Separation
ACT-CLJ0200.3+0019,258.0,170.0,2.0,4.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,2.0,5.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,2.0,6.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,2.0,7.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.0,4.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.0,5.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.0,6.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,3.0,7.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,4.0,5.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
ACT-CLJ0200.3+0019,258.0,170.0,4.0,6.0,30.03709320490783,0.3281502438148852,9.340685180321654E-4,0.0017951223048511729,257.99999971808677,169.99999996461386,2.9999992992161078,2.9999996763827275,0.0,-1.2631529604229116E-6,4.8903050234393115,257.7966071494066,170.39833919416975,2.4667391985053873,3.10368559057216,-0.40921255286188174,-0.0036153667379541054,5.316007137298584,0.0,-7.384219788946211E-4,482333.875,0,ACT-CLJ0200.3+0019,2.95481531061E-4,0.9431374942653888,0.0109294964753816,0.0,3219.08328599533,-0.0042053867153282,1.0432557649733696,20.0,VLASS1QLCIR J020008.95+001937.3,71,74,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,10.46049276621,0.3143385852699999,10.364571441910002,0.17843488734,2.792614776804,0.054630581076,2.1603201720480003,0.032730314256,179.3196977066967,3.05420306628414,11.00792890154,0.5453122057600001,0.18023519078,-0.0015963076999999993,0.29810323031,0.13871902775,30.03733042318045,0.32704187815202,3.861390009999998E-6,6.4440166099999995E-6,S,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,3525.640238177655,0.013901004035998884,1237.4103968832912,0.023198459795998144,2.792601238536,0.054630581076,2.160250364556,0.032730314256,179.32233981540412,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,0.0,0.054630581076,0.0,0.032730314256,0.0,3.05420306628414,T11t04,J020200+003000,30.500020833329998,0.5,4.399678096807687,0.05306887093592502,26.649431600917648,0,0,J020008.95+001937.3,SC,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/caom2ops/sync?ID=ad%3AVLASS%2FVLASS1.1.ql.T11t04.J020200%2B003000.10.2048.v2.I.iter1.image.pbcor.tt0.subim.fits&RUNID%3Dz85vn4l3e5d3iv0n&CIRCLE=30.03733042318045+0.32704187815202+0.025,283.18660138595965,2.71230483055104,2.2038078308104803,-4.4677734375,1,11,4.080477502693031
